2017-07-14 10:21:32,102 [Start Help Server] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@4a9b948d{/help,null,AVAILABLE}
2017-07-14 10:21:32,180 [Start Help Server] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@9cbbd92{HTTP/1.1,[http/1.1]}{127.0.0.1:65380}
2017-07-14 10:21:32,180 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @108335ms
2017-07-14 23:06:45,969 [Stop Help Server] INFO  o.e.jetty.server.AbstractConnector - Stopped ServerConnector@9cbbd92{HTTP/1.1,[http/1.1]}{127.0.0.1:0}
2017-07-14 23:06:45,969 [Stop Help Server] INFO  org.eclipse.jetty.server.session - Stopped scavenging
2017-07-14 23:06:46,039 [Stop Help Server] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@4a9b948d{/help,null,UNAVAILABLE}
2017-07-16 14:23:27,082 [Start Help Server] INFO  org.eclipse.jetty.util.log - Logging initialized @285544ms to org.eclipse.jetty.util.log.Slf4jLog
2017-07-16 14:23:28,370 [Start Help Server] INFO  org.eclipse.jetty.server.Server - jetty-9.4.5.v20170502
2017-07-16 14:23:28,464 [Start Help Server] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
2017-07-16 14:23:28,464 [Start Help Server] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
2017-07-16 14:23:28,464 [Start Help Server] INFO  org.eclipse.jetty.server.session - Scavenging every 660000ms
2017-07-16 14:23:28,604 [Start Help Server] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@73261b91{/help,null,AVAILABLE}
2017-07-16 14:23:28,698 [Start Help Server] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@47ea340a{HTTP/1.1,[http/1.1]}{127.0.0.1:58593}
2017-07-16 14:23:28,698 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @287186ms
2017-07-16 14:28:22,557 [Worker-13] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
